the age:,Gender:,Area:,Current educational level:,marital status:,Employment status:,Do you use social media applications?,What social media platforms do you use?,What app do you use the most?,How many hours do you spend on social media platforms daily?,Do you feel anxious or stressed after reading negative comments on your posts?,Are you worried about missing out on important information or events when you're not using social media?,Do you feel that using social media has affected your ability to focus and accomplish daily tasks?,Do you think that consuming quick content (such as watching short videos and push notifications...) has affected your patience and ability to deal with long tasks?,Do you use social media right before going to sleep?,Do you have difficulty sleeping because of thinking about what you saw on social media platforms?,Does the number of likes or comments you get on your posts affect you?,Have you changed your opinion or feeling based on the reactions of others on social media platforms?,Do you prefer interacting with friends or family online rather than face-to-face?,How often do you find yourself using social media for longer than you planned?,How do you feel when you compare your life to the lives of others on social media?,"What methods, if any, do you use to limit your social media access?"
55 and more,feminine,City,Bachelor's degree,married,retired,Yes,"Instagram, WhatsApp",Instagram,4-Mar,I don't post,"No, never",rarely,rarely,sometimes,"No, never","No, never","No, never",sometimes,sometimes,I am convinced of what I do,Nothing
13-17,feminine,City,High school or equivalent,bachelor,Not employed,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube",Snapchat,4-Mar,I don't post,"No, never","Yes, a lot",sometimes,sometimes,"No, never",I don't care about the number of likes or comments,rarely,"Yes, always",sometimes,no,No actions
18-24,male,Hail,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",Snapchat,8-Jul,rarely,"Yes, always","Yes, a lot","No, never","Yes, always",rarely,I don't care about the number of likes or comments,"No, never",sometimes,sometimes,I don't feel it at all,Isolate the device
35-44,feminine,Abha,Bachelor's degree,married,"Housewife, unemployed",Yes,"Instagram, X (Twitter), Snapchat, WhatsApp",WhatsApp,2-Jan,sometimes,sometimes,rarely,"No, never",sometimes,"No, never",I don't care about the number of likes or comments,"No, never","No, never",sometimes,I don't compare myself to anyone,Being busy with more important work
13-17,feminine,City,High school or equivalent,bachelor,student,Yes,"Instagram, TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",TikTok,4-Mar,sometimes,sometimes,"Yes, a lot",sometimes,"Yes, always",rarely,sometimes,sometimes,"Yes, always",sometimes,Feeling inferior,I didn't understand
13-17,male,Riyadh,High school or equivalent,bachelor,student,Yes,"Instagram, Youtube, WhatsApp, Telegram",Youtube,8-Jul,I don't post,"No, never",rarely,"No, never","Yes, always","No, never",I don't care about the number of likes or comments,sometimes,"No, never",sometimes,Inspiration,"Looking for something to do at home, such as cooking, washing, or playing with my family"
18-24,male,Dhahran,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket,",Snapchat,8-Jul,sometimes,"Yes, always",sometimes,sometimes,sometimes,"Yes, always",sometimes,sometimes,sometimes,sometimes,The motivation,He left him and played football
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",TikTok,12 hours or more,sometimes,"Yes, always","Yes, a lot","Yes, a lot","Yes, always",rarely,I don't care about the number of likes or comments,"No, never",rarely,always,Feeling motivated and inspired,Leave the device in an isolated room
18-24,feminine,City,diploma,bachelor,Not employed,Yes,"Instagram, Snapchat, Youtube, WhatsApp, Telegram",Instagram,6-May,I don't post,"No, never","No, never",sometimes,sometimes,rarely,I don't care about the number of likes or comments,"No, never","No, never",sometimes,I don't compare my life with the lives of others,I keep myself busy with practical tasks away from the device
18-24,male,Hail,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram",Snapchat,8-Jul,rarely,sometimes,"Yes, a lot",sometimes,"Yes, always",rarely,"Yes, always",sometimes,rarely,always,Feeling stimulated sometimes,"There is no, unless the charge is turned off"
18-24,feminine,Al-Baha,Bachelor's degree,bachelor,student,Yes,"LinkedIn, Youtube, WhatsApp",WhatsApp,4-Mar,I don't post,rarely,sometimes,sometimes,"Yes, always",rarely,rarely,rarely,sometimes,sometimes,A depressed person does not feel motivated or inspired many times,Self-discipline
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",WhatsApp,4-Mar,I don't post,"No, never","Yes, a lot","Yes, a lot",sometimes,"No, never",sometimes,rarely,"No, never",sometimes,..,nothing
13-17,feminine,City,High school or equivalent,bachelor,student,Yes,"Instagram, X (Twitter), TikTok",TikTok,4-Mar,"No, never","No, never","Yes, a lot","Yes, a lot",sometimes,sometimes,"No, never","No, never",rarely,always,I don't like to compare myself to the lives of people I don't know because no one knows what's really going on in their lives,.
18-24,feminine,Riyadh,High school or equivalent,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Youtube, WhatsApp, Locket",X (Twitter),6-May,"Yes, always","No, never",sometimes,rarely,sometimes,"No, never",rarely,rarely,rarely,sometimes,I don't compare my life to anyone,Get busy with another activity
18-24,male,Hail,High school or equivalent,bachelor,student,Yes,"Instagram, X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",X (Twitter),4-Mar,sometimes,rarely,"Yes, a lot","Yes, a lot","Yes, always",rarely,rarely,sometimes,rarely,sometimes,I wish for a better life,"Occupy your time without your mobile phone, such as reading books and exercising"
13-17,feminine,Riyadh,High school or equivalent,bachelor,student,Yes,"Instagram, TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",TikTok,10-Sep,sometimes,"No, never","Yes, a lot",sometimes,"Yes, always",rarely,sometimes,sometimes,rarely,sometimes,I am grateful for my life and my privacy,I give my mother my phone
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",X (Twitter),6-May,I don't read comments,rarely,"Yes, a lot","Yes, a lot",rarely,"No, never","Yes, always",rarely,"No, never",sometimes,Lack of frustration,Daily limit and hide phone
25-34,feminine,City,High school or equivalent,married,housewife,Yes,"Instagram, Snapchat, Youtube, WhatsApp, Telegram",Instagram,6-May,I don't post,sometimes,"Yes, a lot","No, never","Yes, always","No, never",I don't care about the number of likes or comments,sometimes,"No, never",always,I thank God for the countless blessings I have received,Being busy with housework and reading the Qur?an
18-24,feminine,Riyadh,Bachelor's degree,bachelor,"Student, unemployed",Yes,"Instagram, X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram",X (Twitter),12 hours or more,I don't post,"Yes, always","Yes, a lot","Yes, a lot","Yes, always",sometimes,I don't care about the number of likes or comments,"Yes, always",rarely,always,All those feelings you mentioned in the question,Have a life in the real sense that keeps me away from mobile
35-44,feminine,Mecca,Bachelor's degree,married,housewife,Yes,"Facebook, Instagram, LinkedIn, Snapchat, WhatsApp",Snapchat,2-Jan,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,Natural,nothing
35-44,feminine,grandmother,High school or equivalent,married,housewife,Yes,"Instagram, X (Twitter), Snapchat, Youtube, WhatsApp, Telegram",WhatsApp,2-Jan,sometimes,rarely,"No, never",sometimes,sometimes,"No, never",rarely,"No, never",sometimes,rarely,Never,Being busy with important things
25-34,male,Hail,diploma,bachelor,Not employed,Yes,"Snapchat, Youtube, WhatsApp",Youtube,8-Jul,I don't post,"No, never",sometimes,sometimes,"Yes, always","No, never",I don't care about the number of likes or comments,"No, never","No, never",sometimes,I don't feel,He doesn't want to
18-24,male,Hail,Bachelor's degree,bachelor,student,Yes,"TikTok, Snapchat, Youtube, WhatsApp",TikTok,6-May,rarely,rarely,sometimes,sometimes,"Yes, always","No, never",sometimes,"No, never","No, never",sometimes,I don't compare myself to anyone,Delete the application
18-24,male,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp",X (Twitter),6-May,sometimes,sometimes,"Yes, a lot",sometimes,rarely,"No, never",sometimes,rarely,rarely,rarely,Frustration and wishing for a better life,Do not use the mobile phone immediately after waking up
18-24,male,Hail,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram",Youtube,4-Mar,I don't post,"No, never",sometimes,"No, never",sometimes,rarely,I don't care about the number of likes or comments,"No, never",rarely,sometimes,I don't feel anything because I don't compare my life to others' lives to be honest.,"Family sessions, going to the club."
35-44,male,Hail,Bachelor's degree,married,Full time employee,Yes,"X (Twitter), Snapchat, Youtube, WhatsApp, Telegram",X (Twitter),6-May,"Yes, always","Yes, always","Yes, a lot",rarely,"Yes, always","No, never","No, never",rarely,"No, never",sometimes,Social networking can never be a measure of my life,Sports
18-24,feminine,City,diploma,bachelor,"Student, full-time employee",Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp",Snapchat,12 hours or more,I don't post,sometimes,"Yes, a lot",sometimes,"Yes, always",rarely,I don't care about the number of likes or comments,sometimes,rarely,always,I wish for a better life,Put the phone on silent or turn off notifications
18-24,male,grandmother,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",X (Twitter),10-Sep,I don't post,"No, never",sometimes,sometimes,"Yes, always",rarely,I don't care about the number of likes or comments,sometimes,rarely,always,I don't compare my life to anyone,Get out of the house
45-54,feminine,City,High school or equivalent,married,housewife,Yes,"Instagram, X (Twitter), TikTok, Snapchat, WhatsApp, Telegram",TikTok,12 hours or more,"No, never","No, never","No, never","Yes, a lot","Yes, always","No, never",rarely,"No, never","Yes, always",always,"I don't compare my life to others, but I certainly hope for a better life",I do not compare my life with others and I certainly hope for a better life
45-54,feminine,Hail,Bachelor's degree,married,Full time employee,Yes,"Instagram, X (Twitter), Youtube, WhatsApp, Telegram",WhatsApp,4-Mar,sometimes,"No, never",sometimes,sometimes,"Yes, always",rarely,I don't care about the number of likes or comments,sometimes,"No, never",sometimes,"Thank God, I don't compare",I focus on achieving my goals and try not to get distracted by programs
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",WhatsApp,4-Mar,sometimes,sometimes,"Yes, a lot","Yes, a lot","Yes, always",rarely,"Yes, always",sometimes,sometimes,always,frustration,Leave the device in an isolated room
25-34,male,Hail,Bachelor's degree,bachelor,Full time employee,Yes,"X (Twitter), TikTok, Snapchat, Youtube, WhatsApp",TikTok,6-May,I don't post,sometimes,"No, never","Yes, a lot","Yes, always","No, never",rarely,rarely,"No, never",always,Nothing... just for fun,nothing
18-24,feminine,grandmother,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, WhatsApp, Telegram",Instagram,6-May,I don't post,"Yes, always",sometimes,"Yes, a lot","Yes, always","Yes, always","Yes, always","Yes, always",rarely,sometimes,inspiration,Place the device in a far away room or do not disturb mode
25-34,male,Riyadh,Bachelor's degree,bachelor,Full time employee,Yes,"Facebook, TikTok, Snapchat, Youtube, WhatsApp",TikTok,6-May,rarely,sometimes,sometimes,"No, never","Yes, always",sometimes,"No, never",sometimes,rarely,sometimes,I don't compare my life with the lives of others,Exercising or doing something that makes you put in a lot of effort
13-17,feminine,grandmother,Less than high school,bachelor,student,Yes,"Instagram, Snapchat, Youtube, WhatsApp, Telegram",Instagram,4-Mar,"No, never",rarely,rarely,"No, never","Yes, always","No, never",I don't care about the number of likes or comments,sometimes,"No, never",always,"I don't compare myself at all, but when I see something good or beautiful, I hope and try to reach it","I don't have any methods, nor do I need them. I think I'm able to control myself because I like to accomplish my tasks and then use social media comfortably, and I think that's enough for me."
13-17,feminine,grandmother,High school or equivalent,bachelor,student,Yes,"Instagram, TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",TikTok,12 hours or more,rarely,sometimes,rarely,rarely,"Yes, always",rarely,"Yes, always",sometimes,"Yes, always",always,I hope they live,I don't do this
55 and more,feminine,City,Less than high school,married,housewife,Yes,"TikTok, Snapchat, WhatsApp, Telegram",TikTok,4-Mar,rarely,sometimes,"Yes, a lot","No, never",sometimes,"No, never",sometimes,"No, never","Yes, always",always,"I don't start, my life is different from the lives of others",I don't start
18-24,feminine,grandmother,High school or equivalent,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, WhatsApp",TikTok,8-Jul,"Yes, always",sometimes,"Yes, a lot",sometimes,"Yes, always",sometimes,rarely,rarely,sometimes,sometimes,nothing,!
55 and more,male,Hail,diploma,married,retired,Yes,"X (Twitter), TikTok, Youtube, WhatsApp",WhatsApp,4-Mar,"Yes, always","Yes, always",sometimes,rarely,"Yes, always","No, never","Yes, always",rarely,sometimes,always,I wish for a better life,Direct communication with others
13-17,feminine,grandmother,High school or equivalent,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",Snapchat,6-May,I don't post,"No, never",rarely,rarely,"Yes, always",rarely,I don't care about the number of likes or comments,"No, never",rarely,sometimes,I don't feel bad about myself and I don't compare myself to the lives of others...,"I do not use any perfumes, I am drunk on my phone..."
18-24,male,Hail,Bachelor's degree,bachelor,student,Yes,"Instagram, LinkedIn, Youtube, WhatsApp, Telegram",Snapchat,4-Mar,I don't post,rarely,"Yes, a lot","Yes, a lot","Yes, always",rarely,I don't care about the number of likes or comments,"No, never","No, never",always,Social media life is a lie,"Delete applications that support short clips, such as Tiktok and Instagram"
13-17,feminine,grandmother,High school or equivalent,bachelor,student,Yes,"Instagram, TikTok, Snapchat",Instagram,2-Jan,"No, never",rarely,sometimes,sometimes,"Yes, always","Yes, always","No, never","No, never","No, never",sometimes,I don't feel anything,Leave the device
13-17,feminine,grandmother,High school or equivalent,bachelor,student,Yes,"Facebook, X (Twitter), TikTok, Snapchat, WhatsApp, Locket",Snapchat,6-May,sometimes,sometimes,"Yes, a lot",sometimes,"Yes, always","No, never",sometimes,rarely,"No, never",sometimes,Normal life,Not for us
18-24,male,grandmother,High school or equivalent,bachelor,student,Yes,"Facebook, TikTok, WhatsApp",WhatsApp,2-Jan,I don't post,rarely,"Yes, a lot",sometimes,"Yes, always","No, never",I don't care about the number of likes or comments,"No, never",rarely,sometimes,Feeling motivated,Leave the device in an isolated room
13-17,feminine,grandmother,High school or equivalent,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",TikTok,4-Mar,I don't post,sometimes,rarely,"No, never","Yes, always",sometimes,I don't care about the number of likes or comments,sometimes,rarely,always,I feel frustrated and uncomfortable,Use software to set a specific time for applications
13-17,feminine,grandmother,High school or equivalent,bachelor,student,Yes,"Instagram, Snapchat, Youtube, WhatsApp, Telegram",Instagram,4-Mar,"Yes, always",sometimes,"Yes, a lot","Yes, a lot","Yes, always",rarely,sometimes,sometimes,rarely,always,With the determination to develop myself and continue trying to excel,"My mother is the one who mostly prevents me, and my academic accumulations distract me from social networking sites"
18-24,male,Hail,diploma,bachelor,Full time employee,Yes,"Instagram, X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram",TikTok,4-Mar,I don't post,sometimes,"No, never","No, never",rarely,"No, never","No, never","No, never","No, never",rarely,"Contentment is an everlasting treasure. Therefore, I do not compare myself with those above me, but rather look at those below me and thank God.",Going out with family and friends
13-17,feminine,the news,High school or equivalent,bachelor,student,Yes,"Instagram, TikTok, Snapchat, WhatsApp, Locket",TikTok,6-May,sometimes,"No, never",sometimes,"Yes, a lot",sometimes,sometimes,I don't care about the number of likes or comments,"No, never",rarely,sometimes,I do not compare my life with the lives of others on social media,"Find tasks to do outside of social media, such as reading or cleaning"
18-24,feminine,Riyadh,High school or equivalent,bachelor,student,Yes,"X (Twitter), TikTok, Snapchat, Youtube",Snapchat,12 hours or more,sometimes,"Yes, always",sometimes,sometimes,"Yes, always","Yes, always",sometimes,sometimes,sometimes,always,unimportant,Go to sleep
13-17,feminine,grandmother,High school or equivalent,bachelor,student,Yes,"Instagram, TikTok, Snapchat, Youtube, WhatsApp, Telegram",Instagram,6-May,rarely,sometimes,"Yes, a lot","Yes, a lot",sometimes,sometimes,sometimes,"No, never","Yes, always",always,"They come out and I rarely come out, for example",the study
25-34,feminine,Riyadh,High school or equivalent,bachelor,Not employed,Yes,"Instagram, LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram",Snapchat,6-May,rarely,rarely,sometimes,"No, never","Yes, always","No, never",sometimes,"No, never",sometimes,sometimes,I do not compare. I have sufficient awareness that everything I see is not 100% real and that everyone has it and hopes for the best,Set aside time for seriousness and time for fun
25-34,feminine,grandmother,Bachelor's degree,married,housewife,Yes,"Instagram, Snapchat, Youtube, WhatsApp",Instagram,4-Mar,rarely,sometimes,sometimes,rarely,"Yes, always","No, never",rarely,sometimes,rarely,always,Wish,I don't try to limit its use
18-24,feminine,Jubail,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram",WhatsApp,6-May,"No, never",sometimes,sometimes,sometimes,sometimes,rarely,"No, never","No, never",rarely,sometimes,"I do not compare my life to someone else's life in terms of lack, frustration, or a better life.",Volunteer in a public place.
13-17,feminine,City,High school or equivalent,bachelor,student,no,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
13-17,feminine,grandmother,High school or equivalent,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",TikTok,4-Mar,I don't post,sometimes,"Yes, a lot","Yes, a lot",sometimes,"Yes, always",I don't care about the number of likes or comments,rarely,"No, never",always,A feeling of inadequacy and frustration and wishing for a better life,Leave the phone in a room far away from me and get busy with other work
35-44,feminine,grandmother,Bachelor's degree,married,housewife,Yes,"Snapchat, WhatsApp, Telegram",Snapchat,6-May,"No, never","Yes, always","No, never",sometimes,"Yes, always",rarely,I don't care about the number of likes or comments,sometimes,sometimes,sometimes,I wish for a better life,Set limits
35-44,feminine,grandmother,Bachelor's degree,married,Not employed,Yes,"TikTok, Snapchat, WhatsApp",WhatsApp,2-Jan,"No, never",sometimes,sometimes,"Yes, a lot","Yes, always","No, never",sometimes,sometimes,sometimes,always,sometimes,Leave it
18-24,feminine,Riyadh,High school or equivalent,married,Part-time employee,Yes,"TikTok, Snapchat, Youtube, WhatsApp",TikTok,8-Jul,I don't post,rarely,"Yes, a lot",sometimes,"Yes, always",sometimes,"No, never","No, never",sometimes,sometimes,"I don't like to compare, but if I compare, I aspire and try to become better than them, God willing",nothing
13-17,male,grandmother,Less than high school,bachelor,student,Yes,"Instagram, TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",Instagram,4-Mar,I don't post,"No, never","Yes, a lot",sometimes,rarely,rarely,I don't care about the number of likes or comments,rarely,sometimes,sometimes,Frustration,I have limited time on social media apps
13-17,feminine,Riyadh,High school or equivalent,bachelor,student,Yes,"Instagram, Snapchat, Youtube, Telegram",Instagram,2-Jan,I don't post,sometimes,"Yes, a lot",rarely,sometimes,sometimes,sometimes,sometimes,rarely,sometimes,I wish for a better life,nothing
18-24,feminine,grandmother,Less than high school,married,housewife,Yes,"Facebook, Instagram, X (Twitter), TikTok, Snapchat, Youtube",TikTok,8-Jul,I don't post,sometimes,"No, never",rarely,"Yes, always","Yes, always","No, never",sometimes,"Yes, always",always,I wish for a better life,Nothing
35-44,male,Riyadh,Bachelor's degree,married,Full time employee,Yes,"X (Twitter), LinkedIn, Snapchat, Youtube, WhatsApp",WhatsApp,4-Mar,sometimes,sometimes,sometimes,sometimes,"Yes, always","Yes, always","Yes, always",sometimes,sometimes,always,I always try not to compare,Exercise
18-24,male,Hail,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), Snapchat, Youtube, WhatsApp",Instagram,4-Mar,I don't post,rarely,sometimes,rarely,sometimes,"No, never",rarely,"No, never","No, never",rarely,I don't feel anything,Reduce cell phone use and focus on the computer
25-34,feminine,grandmother,Bachelor's degree,married,Not employed,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",Snapchat,2-Jan,sometimes,rarely,rarely,"No, never","Yes, always",sometimes,"Yes, always",rarely,sometimes,always,Feeling motivated,Leave the device in an isolated room
35-44,feminine,Riyadh,Bachelor's degree,married,A worker with his own work,Yes,"Instagram, Snapchat, Youtube, WhatsApp",WhatsApp,4-Mar,I don't post,"No, never",rarely,sometimes,sometimes,"No, never",I don't care about the number of likes or comments,"No, never","No, never",sometimes,Inspiration,Leave the device
35-44,feminine,Riyadh,Master's,absolute,Full time employee,Yes,"X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram",TikTok,10-Sep,sometimes,rarely,"Yes, a lot","Yes, a lot","Yes, always","Yes, always",rarely,sometimes,sometimes,always,I hope for a better life,sports
13-17,feminine,grandmother,High school or equivalent,bachelor,student,Yes,"Instagram, TikTok, Youtube, Telegram",Instagram,2-Jan,I don't post,rarely,sometimes,"Yes, a lot",sometimes,"No, never",I don't care about the number of likes or comments,sometimes,rarely,always,With motivation and inspiration,nothing
55 and more,feminine,Sakaka,diploma,married,retired,Yes,"X (Twitter), Snapchat, WhatsApp",WhatsApp,2-Jan,I don't post,"No, never","No, never","No, never","Yes, always","No, never",I don't care about the number of likes or comments,"No, never","No, never",rarely,I don't compare,Leave the device away
13-17,feminine,grandmother,High school or equivalent,bachelor,student,Yes,"Instagram, TikTok, Snapchat, Youtube, WhatsApp, Telegram",Snapchat,2-Jan,"Yes, always","Yes, always",sometimes,"Yes, a lot","Yes, always","No, never","Yes, always","Yes, always","Yes, always",always,"I used to feel frustrated, but now I don't feel normal that there is a difference between my life and theirs. Why should I compare my life to theirs? Everything in life does not come easily. Sustenance is always in the hands of God.","I can't do anything, turn off the phone and go to sleep or sit"
25-34,feminine,City,High school or equivalent,married,housewife,Yes,"Facebook, Instagram, Snapchat, Youtube, WhatsApp",WhatsApp,4-Mar,"No, never",rarely,sometimes,sometimes,"Yes, always","No, never",I don't care about the number of likes or comments,"No, never","No, never",always,"I feel like their lives are trivial, but I don't know why I follow them",Will
13-17,male,Riyadh,Less than high school,bachelor,student,Yes,"X (Twitter), TikTok, Youtube, WhatsApp",TikTok,6-May,I don't post,"Yes, always","No, never","Yes, a lot","Yes, always","Yes, always",rarely,sometimes,sometimes,always,I'm not interested,There's nothing wrong
13-17,feminine,grandmother,High school or equivalent,bachelor,student,Yes,"Instagram, X (Twitter), Snapchat, Youtube, WhatsApp, Telegram",Youtube,4-Mar,I don't post,"No, never","Yes, a lot",rarely,"No, never","No, never",I don't care about the number of likes or comments,"No, never",rarely,always,Contentment is an everlasting treasure,Hide applications
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",TikTok,6-May,"Yes, always","Yes, always",sometimes,"Yes, a lot","Yes, always","Yes, always",sometimes,sometimes,rarely,always,I wish for a better life,Turn off the device or leave it in another room
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), Snapchat, Youtube, WhatsApp, Telegram",Instagram,10-Sep,I don't post,sometimes,"Yes, a lot",sometimes,sometimes,"No, never",I don't care about the number of likes or comments,sometimes,sometimes,sometimes,Sometimes I get excited and decorate my work,"Delete the application I use most, especially during the testing period"
45-54,feminine,grandmother,Bachelor's degree,married,housewife,Yes,"Facebook, Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",WhatsApp,6-May,rarely,sometimes,sometimes,"No, never","Yes, always","No, never",sometimes,sometimes,"Yes, always",rarely,I aspire to go astray,Disconnect the Internet from the phone
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",TikTok,4-Mar,"Yes, always",sometimes,"Yes, a lot","Yes, a lot","Yes, always",rarely,"Yes, always","Yes, always","Yes, always",sometimes,.,.
55 and more,male,Dhahran,Ph.D,married,"Full-time employee, self-employed person",Yes,"Instagram, X (Twitter), LinkedIn, TikTok, Youtube, WhatsApp",WhatsApp,6-May,rarely,rarely,sometimes,"No, never","Yes, always","No, never",sometimes,"No, never","No, never",sometimes,I do not like to compare myself to anyone on any topic or matter in my life,"Thanks to God, I have the ability to control my time"
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",X (Twitter),12 hours or more,"No, never",rarely,"Yes, a lot","No, never","Yes, always",rarely,"No, never",rarely,sometimes,sometimes,"I don't know. I think I know my circumstances well, so I'm not greatly affected","I use the forest app, keep the phone away from me"
35-44,male,Riyadh,Bachelor's degree,married,Full time employee,Yes,"Instagram, X (Twitter), TikTok, Youtube, WhatsApp",X (Twitter),2-Jan,"No, never",sometimes,rarely,rarely,sometimes,rarely,"No, never",rarely,rarely,rarely,I don't compare,I read the Qur?an and worship
45-54,feminine,grandmother,Less than high school,married,housewife,Yes,WhatsApp,WhatsApp,8-Jul,I don't read comments,"No, never","No, never","No, never","Yes, always","No, never",I don't care about the number of likes or comments,"No, never","Yes, always",sometimes,no,Leave the device
18-24,feminine,Riyadh,Master's,bachelor,student,Yes,"Facebook, Instagram, X (Twitter), Youtube, WhatsApp, Telegram",Youtube,10-Sep,I don't post,"Yes, always","Yes, a lot","Yes, a lot","Yes, always",sometimes,I don't care about the number of likes or comments,sometimes,sometimes,always,Praying for them and for myself,Focus on other things that I don't need the device to do
18-24,male,Riyadh,Bachelor's degree,bachelor,student,Yes,"Facebook, Instagram, X (Twitter), Snapchat, Youtube, WhatsApp, Telegram",WhatsApp,6-May,I don't post,sometimes,"Yes, a lot",sometimes,sometimes,"No, never",I don't care about the number of likes or comments,sometimes,"No, never",always,I don't compare myself,"I left the device in another room and sat in another room, busy with work"
45-54,male,Riyadh,Master's,married,Full time employee,Yes,"X (Twitter), LinkedIn, TikTok, Youtube, WhatsApp, Telegram",X (Twitter),2-Jan,sometimes,"Yes, always",sometimes,"Yes, a lot","Yes, always",rarely,sometimes,sometimes,rarely,always,I don't usually compare,Focus in the moment
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, TikTok, Snapchat, Youtube, WhatsApp, Telegram",Instagram,2-Jan,"Yes, always","No, never",sometimes,sometimes,"Yes, always",sometimes,I don't care about the number of likes or comments,rarely,rarely,sometimes,Feeling motivated and inspired,Permanently turn off the device and place it in an isolated room
25-34,feminine,grandmother,Bachelor's degree,married,housewife,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp",Snapchat,2-Jan,I don't post,"No, never",sometimes,sometimes,"Yes, always","No, never",I don't care about the number of likes or comments,"No, never",rarely,rarely,"Yes, correct",Put it away
45-54,male,Sakaka,Master's,married,Full time employee,Yes,"Facebook, Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",WhatsApp,4-Mar,sometimes,rarely,sometimes,sometimes,"Yes, always",sometimes,"Yes, always",sometimes,"No, never",always,"No, I never knew that it is a virtual world, and most people lie in it, showing the good face and hiding the ugly. This is due to the ideology of Arab societies in general, where there is a culture of not wanting people?s sympathy and that it is against dignity and pride, not showing one?s need or the low standard of living.",Allocate a specific time for mobile
